year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2015,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,934.07724
2015,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Associate degree,US native,ID,321.23401
2016,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,ID,305.12184
2017,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,662.94733
2016,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,1020.61361
2017,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,495.47025
2016,Female,TRUE,TRUE,44,25-54,Other,Non-Hispanic,Associate degree,US native,HI,370.79985999999997
2017,Female,FALSE,FALSE,45,25-54,Other,Non-Hispanic,Associate degree,US native,HI,230.6549
2016,Female,TRUE,TRUE,34,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",MN,1244.8499900000002
2015,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,MO,1214.114
2014,Female,TRUE,TRUE,62,55 and over,Asian,Non-Hispanic,Graduate degree,"Foreign-born, citizen",NV,833.5700800000001
2015,Female,TRUE,TRUE,63,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NV,904.13239
2016,Female,TRUE,TRUE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,MA,1019.14414
2017,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1154.90462
2016,Female,TRUE,TRUE,39,25-54,Other,Non-Hispanic,Associate degree,US native,WA,1471.99168
2017,Female,TRUE,TRUE,40,25-54,Other,Non-Hispanic,Associate degree,US native,WA,1237.99107
2009,Male,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,163.35605
2017,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,FL,1336.13761
2010,Female,FALSE,FALSE,25,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",DC,155.05155
2010,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,NH,174.33858
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,GA,1746.96232
2013,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,GA,1588.56509
2017,Female,FALSE,FALSE,50,25-54,Other,Hispanic,Bachelor's degree,US native,CA,2373.65026
2009,Male,FALSE,FALSE,39,25-54,Asian,Non-Hispanic,Associate degree,"Foreign-born, citizen",ME,141.5256
2014,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Graduate degree,US native,ME,209.65904999999998
2013,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Graduate degree,US native,ME,206.27689999999998
2014,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ME,259.52013999999997
2013,Female,TRUE,TRUE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ME,200.98542
2009,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,ME,180.12966
2017,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,1498.83022
2016,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,CO,1468.6085699999999
2015,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Some college,US native,MS,373.08871
2016,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,NE,392.18563
2017,Female,TRUE,TRUE,35,25-54,Asian,Non-Hispanic,Graduate degree,US native,CA,1176.42415
2016,Female,TRUE,TRUE,34,25-54,Asian,Non-Hispanic,Graduate degree,US native,CA,1523.1274799999999
2009,Female,FALSE,FALSE,34,25-54,Other,Non-Hispanic,Associate degree,US native,NM,1027.43209
2017,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,OK,932.0242000000001
2015,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,NM,500.19641
2014,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,NM,576.14529
2016,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,SC,918.8500899999999
2011,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,ME,214.16278000000003
2017,Female,TRUE,TRUE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1468.4389999999999
2017,Female,FALSE,FALSE,44,25-54,Black,Non-Hispanic,Bachelor's degree,US native,CT,1982.03324
2017,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Graduate degree,US native,AL,785.2447500000001
2013,Female,FALSE,FALSE,57,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,SC,840.14226
2017,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,WY,148.23300999999998
2013,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Associate degree,US native,MS,763.09799
2014,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,MS,825.2146
2015,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,1052.28274
2012,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,ME,230.12395999999998
2015,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,IN,1502.84706
2016,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,IN,1401.72864
2015,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,MS,381.72121000000004
2017,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Graduate degree,US native,AL,670.83754
2011,Female,FALSE,FALSE,47,25-54,Asian,Non-Hispanic,Graduate degree,"Foreign-born, citizen",NJ,982.5975500000001
2012,Male,FALSE,FALSE,34,25-54,White,Hispanic,Associate degree,US native,TX,1479.39301
2011,Male,FALSE,FALSE,33,25-54,White,Hispanic,Associate degree,US native,TX,1896.42104
2015,Female,FALSE,FALSE,50,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,CA,1235.7654200000002
2015,Female,TRUE,TRUE,37,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",MA,1191.66939
2016,Female,FALSE,FALSE,38,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",MA,1117.31289
2011,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,MD,732.88847
2013,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Graduate degree,US native,MD,730.89091
2016,Male,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,NY,1501.62402
2015,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Graduate degree,US native,TN,930.11278
2016,Female,TRUE,TRUE,38,25-54,White,Non-Hispanic,Associate degree,US native,OR,757.85609
2017,Female,TRUE,TRUE,39,25-54,White,Non-Hispanic,Associate degree,US native,OR,823.72009
2014,Female,TRUE,TRUE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1222.4007900000001
2016,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,140.64717000000002
2017,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,ND,147.19548
2016,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,1079.11067
2017,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,482.34816
2017,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Graduate degree,US native,KY,1026.1536099999998
2017,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,KY,939.65273
2016,Female,FALSE,FALSE,36,25-54,White,Non-Hispanic,Associate degree,US native,KY,937.80435
2017,Female,FALSE,FALSE,71,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1129.49334
2011,Female,FALSE,FALSE,41,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,1262.6929599999999
2012,Female,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Bachelor's degree,US native,SC,981.57449
2017,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,SC,820.6737800000001
2015,Female,FALSE,FALSE,33,25-54,White,Hispanic,Bachelor's degree,US native,AZ,1320.47471
2012,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,AZ,1716.94225
2011,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,AZ,1468.27428
2014,Female,FALSE,FALSE,32,25-54,White,Hispanic,Bachelor's degree,US native,AZ,1627.03845
2014,Female,FALSE,FALSE,58,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,LA,660.9313199999999
2016,Female,FALSE,FALSE,42,25-54,Black,Non-Hispanic,Bachelor's degree,US native,TN,1442.71281
2016,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Associate degree,US native,AR,351.76264000000003
2017,Female,FALSE,FALSE,36,25-54,White,Hispanic,Bachelor's degree,"Foreign-born, citizen",FL,1384.22869
2017,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Bachelor's degree,US native,WV,218.72974
2017,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,AR,453.36424
2015,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,WI,1297.19228
2011,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Associate degree,US native,NH,198.4263
2012,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,NH,187.34453000000002
2014,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,657.84744
2013,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,639.2938
2012,Female,FALSE,FALSE,28,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,WI,857.4974399999999
2013,Female,FALSE,FALSE,29,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,WI,859.31809
2014,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,720.18286
2015,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,778.70179
2016,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Graduate degree,US native,MA,982.83963
2017,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MA,794.1012
2016,Female,TRUE,TRUE,38,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,1699.95582
2015,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,RI,418.60212
2016,Female,TRUE,TRUE,45,25-54,White,Non-Hispanic,Associate degree,US native,RI,299.77752
2017,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1409.65563
2015,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,US native,ME,402.04873
2016,Female,TRUE,TRUE,38,25-54,White,Non-Hispanic,Associate degree,US native,ME,377.83262
2017,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,KY,1034.13112
2013,Female,FALSE,FALSE,48,25-54,White,Non-Hispanic,Associate degree,US native,WI,929.5316999999999
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Associate degree,US native,WI,869.6168100000001
2015,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MI,1249.23629
2016,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MI,1101.17915
2017,Female,FALSE,FALSE,49,25-54,Black,Non-Hispanic,Some college,US native,IN,1763.53662
2016,Female,FALSE,FALSE,48,25-54,Black,Non-Hispanic,Bachelor's degree,US native,IN,1248.94555
2011,Male,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,AZ,1490.50424
2012,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,AZ,1709.41897
2012,Male,FALSE,FALSE,34,25-54,White,Non-Hispanic,Associate degree,US native,AZ,1234.54263
2011,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,AZ,1473.42012
2016,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CA,1283.94225
2015,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1214.6423
2017,Female,FALSE,FALSE,26,25-54,White,Hispanic,Bachelor's degree,US native,FL,1906.98738
2017,Female,FALSE,FALSE,27,25-54,Asian,Non-Hispanic,Bachelor's degree,US native,NJ,1257.68785
2015,Female,TRUE,TRUE,45,25-54,White,Non-Hispanic,Associate degree,US native,CA,1476.2956
2012,Male,TRUE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1133.53303
2009,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1144.4091700000001
2015,Female,TRUE,TRUE,49,25-54,White,Non-Hispanic,Graduate degree,US native,CT,975.09044
2016,Female,TRUE,TRUE,50,25-54,White,Non-Hispanic,Graduate degree,US native,CT,1130.31193
2017,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,SC,1156.37268
2014,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,159.76823
2015,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,170.07817
2016,Female,TRUE,TRUE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1457.83927
2017,Female,TRUE,TRUE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1421.14422
2014,Male,FALSE,FALSE,36,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,155.79492
2016,Female,FALSE,FALSE,30,25-54,White,Hispanic,Bachelor's degree,US native,AK,187.69747999999998
2012,Male,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,ID,643.39575
2011,Male,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,ID,388.72150999999997
2010,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,CA,1224.40704
2009,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,NY,1327.91509
2010,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Graduate degree,US native,NY,1346.9051100000001
2017,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",MO,1138.69479
2017,Male,FALSE,FALSE,42,25-54,White,Non-Hispanic,Graduate degree,US native,KY,893.52842
2016,Female,FALSE,FALSE,36,25-54,American Indian (Alaskan Native),Hispanic,Associate degree,US native,FL,2382.64959
2017,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,MT,154.13737
2017,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,ME,363.21783999999997
2017,Female,FALSE,FALSE,37,25-54,Black,Non-Hispanic,Associate degree,US native,FL,1048.3051799999998
2014,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NC,1219.0716200000002
2010,Female,FALSE,FALSE,40,25-54,Black,Non-Hispanic,Bachelor's degree,US native,NC,1900.70235
2015,Female,FALSE,FALSE,48,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NC,1307.25317
2013,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",NC,1786.32844
2014,Female,FALSE,FALSE,47,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NC,1411.13393
2014,Male,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NC,1171.9287399999998
2013,Male,FALSE,FALSE,40,25-54,White,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",NC,1639.42061
2017,Male,FALSE,FALSE,44,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",FL,1611.55134
2017,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,SD,247.0167
2017,Male,FALSE,FALSE,27,25-54,White,Hispanic,Bachelor's degree,US native,SD,266.54837000000003
2014,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,ME,289.802
2013,Female,TRUE,TRUE,31,25-54,White,Non-Hispanic,Associate degree,US native,MT,341.33097
2016,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Graduate degree,US native,DC,127.09076999999999
2015,Female,TRUE,TRUE,33,25-54,White,Non-Hispanic,Graduate degree,US native,DC,95.67742
2015,Female,FALSE,FALSE,34,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",DC,101.79946
2014,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ID,332.08015
2015,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,ID,277.1529
2015,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,NM,254.86808000000002
2014,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,NM,406.07389
2016,Female,TRUE,TRUE,62,55 and over,White,Non-Hispanic,Associate degree,US native,RI,265.19198
2015,Female,TRUE,TRUE,61,55 and over,White,Non-Hispanic,Associate degree,US native,RI,255.138
2015,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,ME,447.30122
2017,Male,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NH,324.09947999999997
2016,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,615.0112799999999
2017,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,684.07991
2017,Female,TRUE,TRUE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,575.39529
2015,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Associate degree,US native,WV,261.04607
2016,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Associate degree,US native,WV,250.23896
2016,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,215.48583
2015,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,238.66181
2017,Female,TRUE,TRUE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,DE,276.01216
2014,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1176.81104
2013,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,IL,1152.99807
2015,Female,TRUE,TRUE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,333.79936
2015,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,TN,1068.33984
2016,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,TN,889.63712
2017,Female,FALSE,FALSE,56,55 and over,Asian,Non-Hispanic,Graduate degree,"Foreign-born, citizen",IL,1154.05332
2016,Female,FALSE,FALSE,34,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,1476.0671399999999
2017,Female,TRUE,TRUE,35,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CA,969.3598
2016,Female,FALSE,FALSE,67,55 and over,White,Non-Hispanic,Bachelor's degree,US native,LA,505.08824999999996
2017,Female,TRUE,TRUE,30,25-54,White,Non-Hispanic,Associate degree,US native,AK,148.93532
2016,Female,FALSE,FALSE,74,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TX,1308.13706
2014,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,OR,631.6241600000001
2013,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,OR,950.36306
2017,Female,TRUE,TRUE,40,25-54,Black,Non-Hispanic,Bachelor's degree,US native,AL,687.2724599999999
2016,Male,TRUE,TRUE,21,16-24,Black,Non-Hispanic,Bachelor's degree,US native,AL,1410.75622
2015,Female,FALSE,FALSE,28,25-54,White,Hispanic,Associate degree,"Foreign-born, citizen",FL,1313.4164
2015,Female,FALSE,FALSE,52,25-54,White,Hispanic,Associate degree,"Foreign-born, citizen",FL,1301.69183
2016,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",NC,1255.48472
2015,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,710.3752099999999
2016,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,688.27125
2014,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Associate degree,US native,IL,1344.22202
2016,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Some college,US native,KY,863.00881
2015,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Some college,US native,KY,879.4761699999999
2017,Female,FALSE,FALSE,35,25-54,White,Hispanic,Associate degree,US native,CO,1857.21157
2010,Male,FALSE,FALSE,50,25-54,Black,Non-Hispanic,Graduate degree,"Foreign-born, citizen",TX,1169.18644
2010,Female,FALSE,FALSE,48,25-54,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",VA,875.0463100000001
2009,Female,TRUE,TRUE,47,25-54,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",VA,918.82533
2017,Female,FALSE,FALSE,35,25-54,White,Non-Hispanic,Bachelor's degree,US native,GA,1025.08812
2015,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,LA,507.72303
2016,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,NY,1297.36387
2015,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,NY,1038.15304
2016,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1420.40435
2015,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,NC,1168.69111
